core.externalId,core.name,Parent: Business Term,Parent: Domain,Parent: Subdomain,Parent: System,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.isCDE,com.infa.ccgf.models.governance.FormatDescription,com.infa.ccgf.models.governance.FormatType,com.infa.ccgf.models.governance.securityClassification,com.infa.ccgf.models.governance.Examples,com.infa.ccgf.models.governance.BusinessLogic,com.infa.ccgf.models.governance.AliasNames,com.infa.odin.models.custom.ca_8269725092080610514,com.infa.odin.models.custom.ca_5211450685878080937,com.infa.odin.models.custom.ca_5158005540324682982,com.infa.odin.models.custom.ca_810120234191396501,com.infa.odin.models.custom.ca_3640948772104234602,Classifications,Stakeholder: Admin,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
BT-39,CITY,,,FF_Customer_SubDomain | SDOM-25,,,Published,true,,Text,,,,CITY,,,,,,"",,,vineshv,,"","","","",Assigned,FF_Customer_Domain/FF_Customer_SubDomain/CITY,Update,"Jan 10, 2025, 10:01:12 AM",vineshv,"Jan 10, 2025, 10:01:16 AM",vineshv,29117131-4d18-4240-a846-f6d332504bf9,CDGC://84e56b6d-9758-43c6-87c8-1e7152d01b1c/f8957338-b687-4135-b217-1e24faac0cdb/29117131-4d18-4240-a846-f6d332504bf9,CDGC
Instructor-businessterm-139,Loyalty Account Type,,,Party Loyalty Account | Instructor-subdomain-24,,Location of the address.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Loyalty Account/Loyalty Account Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,2a4a2a83-789b-4c20-b06f-da729484b68c,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/15e0c2b5-228d-4035-a2b3-d925c6238f3b/2a4a2a83-789b-4c20-b06f-da729484b68c,CDGC
Instructor-businessterm-148,International Prefix,,,Party Phone Communication | Instructor-subdomain-26,,"Validation status code that the address verification service returns. For example, 100 for no error, 300 for address not supplied, and 500 for authentication failure.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Phone Communication/International Prefix,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,2ba3ecfa-0728-41ae-bab6-a1042f3cfd18,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4ecadc7f-fdea-403a-9a38-81dd057c5b38/2ba3ecfa-0728-41ae-bab6-a1042f3cfd18,CDGC
BT-8,EMPLOYEE EMAIL,,,Employee | SDOM-8,,,Published,true,,Text,,,,emp_email,,,,,,"",,sreejith;RiswinT,sreejith,,"","","","",Assigned,Human_resource/Employee/EMPLOYEE EMAIL,Update,"Sep 26, 2024, 05:19:43 AM",sreejith,"Sep 26, 2024, 05:19:43 AM",sreejith,33772f22-fd17-4aeb-b0bb-f6ac6920c3ed,CDGC://b824c3be-60ae-4db2-9d47-58a2e2d2e900/3b646c2e-9c48-458b-8f5a-5e298c606fa4/33772f22-fd17-4aeb-b0bb-f6ac6920c3ed,CDGC
GLOS-1035,Zatca Experience,,,HCM Joint Terms - Group 2 | GLOS-1030,,"records an employee's experience or history with the organization or entity referred to as ""ZATCA""",Published,true,,Text,Public,,This field should exclusively accept numerical values only.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HCM Joint Terms - Group 2/Zatca Experience,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,35ac3335-51d5-4389-a95f-bac23a9d8d1f,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ad6038bf-2f06-4bdb-a7e1-f77baa336a52/35ac3335-51d5-4389-a95f-bac23a9d8d1f,CDGC
BT-120,ID,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,ID,Update,"Mar 19, 2025, 11:16:17 AM",AshikaA,"Mar 19, 2025, 11:16:17 AM",AshikaA,374f2268-f6db-4672-b157-a491886178d3,CDGC://374f2268-f6db-4672-b157-a491886178d3,CDGC
Instructor-businessterm-105,Alternate Id Type,,,Party Alternate Identifier | Instructor-subdomain-14,,Extension number.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Alternate Identifier/Alternate Id Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,37933856-489a-4a14-975c-193a998642b2,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/40785fd6-3ff9-44a0-884e-633880603dd2/37933856-489a-4a14-975c-193a998642b2,CDGC
Instructor-businessterm-133,Enrichment Source,,,Party Enrichment | Instructor-subdomain-23,,Country within a Continent,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Enrichment/Enrichment Source,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,399e911d-0d65-434b-85e6-4b5f45fb01d1,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a8d206ed-e64c-405e-a627-eb3c955ec776/399e911d-0d65-434b-85e6-4b5f45fb01d1,CDGC
BT-111,Banking_AccountID,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,Banking_AccountID,Update,"Mar 18, 2025, 06:30:49 AM",abish,"Mar 18, 2025, 06:30:49 AM",abish,3ae8d2f6-1496-4a6f-933d-c85aa9d19f52,CDGC://3ae8d2f6-1496-4a6f-933d-c85aa9d19f52,CDGC
Instructor-businessterm-127,Electronic Address Type,,,Party Electronic Address | Instructor-subdomain-22,,Line 2 of the address.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Electronic Address/Electronic Address Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,3be8abc6-5ed2-445e-80ed-8de1db83422a,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/b7540c7a-4038-4e02-a9fa-c9f51acf92a7/3be8abc6-5ed2-445e-80ed-8de1db83422a,CDGC
BT-94,_john_BT_Bank_Name,,,_john_SD_BankAccount | SDOM-40,,,Published,true,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,,"",,,,,"","","","",,_john_SD_BankAccount/_john_BT_Bank_Name,Update,"Mar 11, 2025, 05:37:45 AM",abish,"Mar 11, 2025, 05:37:45 AM",abish,3c695b73-b008-4a62-9d8d-0461972bc341,CDGC://697bc9ba-4ff2-4bf7-b42c-93e1cc1effbb/3c695b73-b008-4a62-9d8d-0461972bc341,CDGC
TERM-10,Contact,,,Employee Details | Subdomain-1,,Contact of the Employee,Published,false,,Text,,,,Contact,,,,,,"",,anfeezas,,,"","","","",Assigned,AS_HR/Employee Details/Contact,Update,"Jan 13, 2025, 05:28:32 AM",anfeezas,"Jan 13, 2025, 05:28:32 AM",anfeezas,3ea88e54-9f12-4107-97a4-4c29d8889cc1,CDGC://cc017be5-6641-411a-8949-d0f5d2ccda45/3664eeb3-5f92-483e-a55d-71575e4e0c65/3ea88e54-9f12-4107-97a4-4c29d8889cc1,CDGC
BT-81,EmployeeIdentifier,,,EMPLOYEES | SDOM-39,,,Published,true,,Text,,,,,Unrestricted,NONE,,,,"",,,,Ancy,"","","","",Assigned,ACJ_Oracle_Employees_extract/EMPLOYEES/EmployeeIdentifier,Update,"Mar 05, 2025, 06:59:01 AM",Ancy,"Mar 05, 2025, 06:59:04 AM",Ancy,3ee0dcab-9e82-40da-885b-0c795f42e775,CDGC://8f15553b-4249-4777-85a2-200705de5ad4/bb889df0-f0e6-4aef-900d-871359c0e234/3ee0dcab-9e82-40da-885b-0c795f42e775,CDGC
Instructor-businessterm-83,Supporting Document Name,,,Party Citizenship | Instructor-subdomain-7,,Address validation key code description,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Citizenship/Supporting Document Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,40ab73a0-39b9-444a-97e1-96baa0d3300b,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/231f05e2-a577-4795-ac03-3af6a785a24e/40ab73a0-39b9-444a-97e1-96baa0d3300b,CDGC
GLOS-980,End Date,,,Hiring & Onboarding | GLOS-915,,Expiry date of the national ID card of the employee who is joining ZATCA,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/End Date,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,4382adb7-90b3-4469-85f4-25eb5cec58a5,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/4382adb7-90b3-4469-85f4-25eb5cec58a5,CDGC
GLOS-1044,headOfUnit (Level 1),,,OD & Manpower Planning | GLOS-918,,refers to a senior leadership position responsible for managing and leading a sector / deputyship within ZATCA (Level 1),Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/headOfUnit (Level 1),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,44ca71f0-9a45-4e9c-a70c-f1da65c67fdd,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/44ca71f0-9a45-4e9c-a70c-f1da65c67fdd,CDGC
Instructor-businessterm-91,Qualification Type,,,Party Education | Instructor-subdomain-9,,"Flag to indicate whether the party is willing to receive communication, information, or merchandise from the marketer.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Education/Qualification Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,45e85a63-f392-438f-a910-83a74a36f353,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/d06ef326-3255-4a0e-a628-06ef300d5461/45e85a63-f392-438f-a910-83a74a36f353,CDGC
BT-86,EmployeeSalary,,,EMPLOYEES | SDOM-39,,,Published,false,,Text,,,,,Unrestricted,NONE,,,,"",,,,Ancy,"","","","",Assigned,ACJ_Oracle_Employees_extract/EMPLOYEES/EmployeeSalary,Update,"Mar 05, 2025, 07:04:11 AM",Ancy,"Mar 05, 2025, 07:04:15 AM",Ancy,491c7666-2dcd-4903-835f-3c6c56e1b9c8,CDGC://8f15553b-4249-4777-85a2-200705de5ad4/bb889df0-f0e6-4aef-900d-871359c0e234/491c7666-2dcd-4903-835f-3c6c56e1b9c8,CDGC
Instructor-businessterm-75,Worker Pay Type,,,New_Employee | Instructor-subdomain-5,,Flag to indicate if address needs to be validated,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/New_Employee/Worker Pay Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,50bef26f-a247-47b8-93f6-987f54f4ab07,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/5fcfbcb9-a412-4375-bcf9-37c5dbef0b50/50bef26f-a247-47b8-93f6-987f54f4ab07,CDGC
GLOS-988,costCenter (externalCode),,,OD & Manpower Planning | GLOS-918,,External code representing the cost center associated with the position.,Published,true,,Text,Public,,"<p>Each code must be unique within ZATCA</p>
<p>The coding structure follows 10 digit logic created with concatenation of codes (L1+L2+L3+L4+L5+L6) where the first two digits correspond to Level 1 (L1), the third and fourth digits correspond to Level 2 (L2), the fifth digit corresponds to Level 3 (L3), the sixth digit corresponds to Level 4 (L4), the seventh and eighth digits correspond to Level 5 (L5), and the ninth and tenth digits correspond to Level 6 (L6).</p>
<p>Eg- 1200000000 for Human capital</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/costCenter (externalCode),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,51af44f8-362a-42a4-a1c3-9fee3f90933f,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/51af44f8-362a-42a4-a1c3-9fee3f90933f,CDGC
Instructor-businessterm-145,Phone Usage Type,,,Party Phone Communication | Instructor-subdomain-26,,State or Province with in a Country for the address,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Phone Communication/Phone Usage Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,538b7a16-73fa-4a46-abd1-8cf513aab32e,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4ecadc7f-fdea-403a-9a38-81dd057c5b38/538b7a16-73fa-4a46-abd1-8cf513aab32e,CDGC
Instructor-businessterm-110,Classification,,,Party Classification | Instructor-subdomain-17,,"Flag to indicate whether the board certification is active, expired, suspended, or revoked.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Classification/Classification,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,543d8419-6970-495c-9a63-0163876275d5,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/64db4abf-56e6-42fc-9823-fdc25d45a37e/543d8419-6970-495c-9a63-0163876275d5,CDGC
GLOS-1090,Requisition Status,,,Sourcing and Assessment | GLOS-916,,"The current status of a job requisition within ZATCA, indicating its progress or completion status.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Requisition Status,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,581e8b61-8fd6-4d04-b938-53191fb602d7,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/581e8b61-8fd6-4d04-b938-53191fb602d7,CDGC
BT-78,CurrencyDescription,,,Andrea_Currency | SDOM-37,,,Published,false,,Text,,,,,Unrestricted,NONE,,,,"",,,,Shefreena,"","","","",Assigned,Currency/Andrea_Currency/CurrencyDescription,Update,"Mar 05, 2025, 06:00:47 AM",Shefreena,"Mar 05, 2025, 06:00:52 AM",Shefreena,5fad2a22-d97a-4c26-a55c-fa4501fffcff,CDGC://13463edd-5b08-4c3d-bb82-abe7282ad3f9/6cc2325b-6dac-4fb5-9745-9d22f8db79e4/5fad2a22-d97a-4c26-a55c-fa4501fffcff,CDGC
GLOS-1031,Degree (Picklist Label),,,HCM Joint Terms - Group 2 | GLOS-1030,,represents the label associated with an employee's academic degree or qualification.,Published,true,,Text,Public,,This field should only accept values that are predefined for Degree (Picklist Label).,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HCM Joint Terms - Group 2/Degree (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,61b574aa-7cc5-47b7-8cb4-bb507a421972,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ad6038bf-2f06-4bdb-a7e1-f77baa336a52/61b574aa-7cc5-47b7-8cb4-bb507a421972,CDGC
BT-80,Alpha,,,Andrea_Alpha | SDOM-38,,,Published,false,,Text,,,,,Unrestricted,NONE,,,,"",,,,Subisha,"","","","",Assigned,Test_domain/Andrea_Alpha/Alpha,Update,"Mar 05, 2025, 06:11:25 AM",Subisha,"Mar 05, 2025, 06:11:28 AM",Subisha,61c13555-14bb-456b-99ba-731b761ee663,CDGC://b81d91db-2ec5-460b-96f3-ca496d731722/6602a3f3-e8a0-42c8-bc2f-66312c3e667d/61c13555-14bb-456b-99ba-731b761ee663,CDGC
BT-85,EmployeeName,,,EMPLOYEES | SDOM-39,,,Published,false,,Text,,,,,Unrestricted,NONE,,,,"",,,,Ancy,"","","","",Assigned,ACJ_Oracle_Employees_extract/EMPLOYEES/EmployeeName,Update,"Mar 05, 2025, 07:03:21 AM",Ancy,"Mar 05, 2025, 07:03:24 AM",Ancy,65f9a701-c65a-4175-a19a-7255150c601f,CDGC://8f15553b-4249-4777-85a2-200705de5ad4/bb889df0-f0e6-4aef-900d-871359c0e234/65f9a701-c65a-4175-a19a-7255150c601f,CDGC
GLOS-985,regularTemporary (Picklist Label),,,OD & Manpower Planning | GLOS-918,,Indicates whether the position is regular or temporary based on effectiveStatus.,Published,true,,Text,Public,,"<p>This field should only contain ""Regular"" or ""Temporary"" values.</p>
<p>The Field should not be Blank for ""A"" or Active effectiveStatus positions.</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/regularTemporary (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6696b745-168d-474b-93a5-1bc6b55d3110,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/6696b745-168d-474b-93a5-1bc6b55d3110,CDGC
BT-3,Employee Identifier,,,Emp-Sub-Domain | SDOM-1,,,Published,true,,Text,Confidential,,,,,,,,,"",,Adeno,Andrea,,"","","","",Assigned,Emp-Domain/Emp-Sub-Domain/Employee Identifier,Update,"Sep 26, 2024, 05:01:19 AM",HannibalHenry,"Sep 26, 2024, 05:01:19 AM",HannibalHenry,68224ff9-2e22-4b5f-94f9-8b643c1f3a22,CDGC://f99de1b8-91dc-41d3-a89f-a10b5565ff11/e1242515-2002-401e-a70a-cef9b15b7467/68224ff9-2e22-4b5f-94f9-8b643c1f3a22,CDGC
BT-82,Department,,,EMPLOYEES | SDOM-39,,,Published,false,,Text,,,,,Unrestricted,NONE,,,,"",,,,Ancy,"","","","",Assigned,ACJ_Oracle_Employees_extract/EMPLOYEES/Department,Update,"Mar 05, 2025, 07:01:03 AM",Ancy,"Mar 05, 2025, 07:01:07 AM",Ancy,68c0c476-a677-427e-9fc1-c11629dad3a6,CDGC://8f15553b-4249-4777-85a2-200705de5ad4/bb889df0-f0e6-4aef-900d-871359c0e234/68c0c476-a677-427e-9fc1-c11629dad3a6,CDGC
GLOS-938,Client,,,Payroll | GLOS-912,,Unique identifier for a person within ZATCA in the payroll module,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Payroll/Client,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,6c06ee6f-d95e-40dd-851e-14b645108dc2,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/c69ed606-780f-4e2b-ba57-070879b66e4d/6c06ee6f-d95e-40dd-851e-14b645108dc2,CDGC
GLOS-1077,Personal Email,,,Hiring & Onboarding | GLOS-915,,"It is email account that an employee uses for personal communications, such as contacting friends and family, subscribing to newsletters, signing up for online services, or engaging in personal online activities.",Published,true,,Text,Public,,"Email addresses should follow the standard email format, which typically includes a username, the ""@"" symbol, and a domain name (e.g., username@example.com).",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Personal Email,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6c08d154-ddfc-4381-a529-e0ba131b7b20,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/6c08d154-ddfc-4381-a529-e0ba131b7b20,CDGC
Instructor-businessterm-108,Alternate Name,,,Party Alternate Name | Instructor-subdomain-15,,Social media identifier or name of the party.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Alternate Name/Alternate Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,797ba8e9-16cc-499d-aebc-d1876f8a3faa,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/68ba7c92-46d0-46e1-83e4-0d0e8b0b2def/797ba8e9-16cc-499d-aebc-d1876f8a3faa,CDGC
GLOS-1070,Date of Birth,,,Hiring & Onboarding | GLOS-915,,"Refers to the specific day, month, and year on which an individual was born.",Published,true,,Text,Public,,Dates should be in the DD-MM-YYYY format.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Date of Birth,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,7da03a6f-c27e-4b96-b26c-56b7d4f36f8f,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/7da03a6f-c27e-4b96-b26c-56b7d4f36f8f,CDGC
Instructor-businessterm-164,Tax Paid,,,Party Tax | Instructor-subdomain-30,,Actual classification value for the company.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Tax/Tax Paid,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,805e91d2-421b-402c-a1e4-30ba725aff1d,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/5f45f645-5e21-46b1-878c-17ed2bdbbe1f/805e91d2-421b-402c-a1e4-30ba725aff1d,CDGC
BT-140,Salary,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,Salary,Update,"Mar 19, 2025, 12:12:30 PM",AshikaA,"Mar 19, 2025, 12:12:30 PM",AshikaA,80e3894c-f2dc-4f57-85a8-5d3ceb3d65b9,CDGC://80e3894c-f2dc-4f57-85a8-5d3ceb3d65b9,CDGC
GLOS-1084,Job Start Date,,,Sourcing and Assessment | GLOS-916,,The date on which the job role within ZATCA officially begins.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Job Start Date,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,86da53b5-6359-410f-af9d-f82c346b27a4,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/86da53b5-6359-410f-af9d-f82c346b27a4,CDGC
Instructor-businessterm-52,Last Action Date,,Product | Instructor-domain-8,,,"Type of segment. For example, income, age, or geography.  Segment type can be income, age, location, or spending pattern. Segmentation can determine the marketing efforts.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Product/Last Action Date,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,87c8fed4-2c7e-4074-b45e-6db88b1fccdb,CDGC://56298ec2-d512-44bf-849f-8d2680d1dfc6/87c8fed4-2c7e-4074-b45e-6db88b1fccdb,CDGC
GLOS-1074,Marital Status,,,Hiring & Onboarding | GLOS-915,,"It indicates whether the employee is single, married, divorced, widowed.",Published,true,,Text,Public,,This field should only accept values that are predefined for Marital Status.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Marital Status,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,88fa1584-5d11-4bc7-8c4a-a3993be0c019,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/88fa1584-5d11-4bc7-8c4a-a3993be0c019,CDGC
BT-57,AS_Demo_Term,,D_AS_Demo | DOM-21,,,,Published,false,,Text,Public,,,,,,,,,"",,AshikaA,,,"","","","",Assigned,D_AS_Demo/AS_Demo_Term,Update,"Jan 22, 2025, 12:47:04 PM",AshikaA,"Jan 22, 2025, 12:47:04 PM",AshikaA,8be5a6fd-5f80-4179-bc52-a71b6be30a2a,CDGC://d3015593-8c0b-4a93-8f36-f36310da96ae/8be5a6fd-5f80-4179-bc52-a71b6be30a2a,CDGC
TERM-18,Marital Status Emp,,,Employee Details | Subdomain-1,,Marital Status of the Employee,Published,false,,Text,,,,Marital Status,,,,,,"",,anfeezas,,,"","","","",Assigned,AS_HR/Employee Details/Marital Status Emp,Update,"Jan 13, 2025, 05:28:32 AM",anfeezas,"Jan 13, 2025, 05:28:32 AM",anfeezas,906826f9-580f-4d73-a865-f98914432b3d,CDGC://cc017be5-6641-411a-8949-d0f5d2ccda45/3664eeb3-5f92-483e-a55d-71575e4e0c65/906826f9-580f-4d73-a865-f98914432b3d,CDGC
GLOS-1005,Level 6 (Label),,,OD & Manpower Planning | GLOS-918,,A classification label assigned to Level 6 of  hierarchy or structure.,Published,true,,Text,Public,,<p>This field should have a 1 to 1 mapping with Level 6 Type (Picklist Label). This field should only accept values that are predefined for Level 6 (Label)</p>,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 6 (Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,908618a7-197a-42c7-a588-90b61fc6148a,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/908618a7-197a-42c7-a588-90b61fc6148a,CDGC
